actives,decoys,cid
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCCc1nc(-c2nc(N3CCCC3)c(Nc3ccc(Oc4ccccc4)cc3)nc2C#N)ncc1CC,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=CCNc1ccc(C)cc1C(=O)C=C(C)n1ncc2cc(CCN3CCC3)c(N=Cc3cc[nH]c3)nc21,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CNc1ccc2c(n1)nc(CCCc1cccc(NC(=O)Nc3ccnc4ccccc34)c1C)n2C(C)C,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=C(CN(C)C(=O)CN1CCn2c(nc3ccc(-c4ccc(NCC5CCCC5)cn4)cc32)C1)C(=C)NC,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCN=C(NC1(Nc2ccccn2)C(=O)N(CCCNc2ccccn2)c2ccccc21)c1ccccc1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCN(C)c1ccc(CNc2ccccc2NC(C)Cc2nc3c(c(C(C)(C)C)nn3C)c(=O)[nH]2)c(C)c1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCC(=Cc1cc(C)cnc1N(NC(=O)NC1C=CCCC1)c1ccccc1)c1cnc(N(C)CC)nc1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=CC=C1NC(c2cncc(-c3n[nH]cc3CN3CCCCC3C(=O)Nc3cccc(C)c3)c2)N(C)C1C,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,O=C(CCCNCC1=CCN=C1)N(CCCC=C1C=CNc2nc(-c3ccccc3)nn21)c1ccccc1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCCn1ncc2c1N=C(c1ccc(N)nc1)C=CC1=C(CCC1)NCCC(=O)NC2c1cccc(C)c1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCCCn1c(=Nc2ccc(CCNCc3ccccc3)cc2)nc(CN2CCc3cnccc32)[nH]c1=O,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CC=C1NC(c2ccc(CNCCN(C)C(=O)c3cncc(-c4ncc(C(C)(C)C)[nH]4)n3)cc2)=CC=C1C,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,Cc1c(CNc2ccccc2Oc2ccc(C#N)cc2N(C)C)cc(N2CCCC(=N)C2)nc1C=CC=N,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCN(CCc1ccc(C)cc1)C1=NC=CN=C(OC)c2cc(n[nH]2)-c2cccc(c2)CN2CCN1CC2,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CC=C1CC(C)=CN1C1CN(c2nccc3cc(NC4CCCN(C(=O)Cc5ccccc5)C4)nnc23)C1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,Cc1c(C(C)Nc2ccccc2NCCN(C)C)cnn1CC(=O)NC(C#N)c1cccc2ccccc12,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCCc1ccc(NC(=O)Nc2cccc(C=NN(c3nccc(C)n3)C(CC)CC)c2)c2cccnc12,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCCCCc1ccc2c(CCCCn3nc(C)c4cc(C)nnc43)c(C(=O)Nc3ccncc3)[nH]c2c1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CNc1ccccc1C(=O)N1CCCC(CN2CCN(c3ncncc3C)C(=Nc3cccc(C)c3)C2)C1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=CC(=C)N1CCCC(C(=NNC(=O)c2ccc(-c3ccncc3)cc2)c2cn(C(C)C)nc2NCC)C1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=CCN(c1ccc(C)cc1)c1ccc(C(=O)NCCCc2c(CN(C)C)[nH]c3c2C(=NC)CCC3)nn1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,C=c1c(=CN)cnc2c(C#N)cc(NC(=O)NCCC(CCCCCc3ccccc3)n3ccnc3)cc12,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CCN1CCCC(CN(Cc2cccnc2)c2ccc(NC3CC(=O)N(C=Cc4ccccc4)C3)nn2)C1,156303937
C[C@H]1CCN1C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7CCCC7)C=C2,CC=c1c(-c2cc(C(=O)N(CCCCc3ncn[nH]3)C3CCCC3)ccc2NCC(C)C)nn(C)c1=CC,156303937
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCN(CC(=Nc1ccc(C)cc1)N=c1[nH]c2cccc(C)c2[nH]1)c1c(N2CCOC(C)C2)[nH][nH]c1=O,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1nccnc1-c1ccc(NC(=O)Nc2cccc(OCC3c4ccncc4C4=NNCN43)c2)cc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1nc(C)nc(-c2ccc(C3CCCN3C(=O)Nc3ccc(C)c(NC(=O)C4CCNN4)c3)cc2)n1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC(C)C(NC(=O)c1ccc(-c2nc[nH]n2)cc1)C(=O)NCc1nnc(C2=CCC=C2)n1-c1ccccc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1[nH]c(=N)[nH]c(=O)c2c(C(=O)N3CCN(c4ccccn4)CC3C)cc3c(-c4ccccc4)nnc3c12,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC1CN(C(=O)c2ccc3c(c2)CCCN3C(=O)Nc2cnccn2)c2c(ccc3c2c(C#N)cn3C)N1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1ccc(-c2noc(C(C)Nc3c(CC)nn(C)c3CC(=O)Nc3cccc4cnccc34)n2)cn1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1ccc(-n2[nH]c(=O)n(C)c2=NC=C(Cc2ccnc(C)c2)NC(=O)Nc2ccc3c(c2)NC3)c(C)c1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC1=CCC=NN1CCC1(CNC(=O)C(=O)Nc2cnc3ccccc3n2)CCCN(c2ccccn2)C1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC1C=Cc2oc(-c3cn[nH]c3NC(=O)CNCc3cccc(NC4=NC(N(C)C)=CCC=C4)c3)nc2C1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CC1=CC=CNC(=O)NCC(=Cc2ccccc2O)c2nc3cnn(-c4ccc(C)nn4)c3nc2C=C1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1[nH]c2nc(-c3ccccn3)ccc2c1C(=O)NCCN1CCOC2(CNCC(C#N)N(CC)C2)C1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1nn(-c2ccc(NCC(C#N)CC#N)c(NC(=O)C(=O)Nc3ccc4c(ccn4C)c3)c2)c(C)c1C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CCNC(=O)c1nc(C=NNC(=O)Nc2cccc(-c3cccc(C#N)c3)c2)c2c(n1)CCC(C)C2,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CNc1nc(C)ccc1C(NC1=CCC=C1)Nc1ncc(C2CCCN(C(=O)Oc3ccccc3)C2)nn1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=C(C)C(=CC)Nc1nc(NC(=O)Nc2cccc(-c3nnco3)c2)nc2c1CCCC2CN1CCCC1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCNc1ncc(CN(Cc2ccnnc2)C(=O)Cc2cccc(NC(=O)N3CCc4ccccc43)c2)[nH]1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1cccc(Oc2cccnc2NC(=O)Nc2c(N(C)Cc3ccc4c(n3)CNC4)n[nH]c2C)c1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CN=C1C=CNc2ccc(cc2)NC(=O)NCCCn2nc(cc2-c2ccccc2)C(=O)N2CCC(C2)N1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1cn(-c2cccc(C(=O)Nc3ccc(NC(=O)N(C)C(C)CNc4ccccc4)c(C)c3)c2)nn1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CCn1c(C2CCC2)nc2c(O)c(C(C#N)=CNC(=Cc3cn[nH]c3)C(=O)N3CCN(C)CC3)ccc21,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC(=O)NCC(=Nc1nc(=O)c(NC=C(C)C=C(C)C)nn1-c1ccccc1)NC1CCc2cccnc21,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CC(=CC)c1nc(C)c(-n2nnc(-c3ccc(C(=O)Nc4ccccc4CNC(C)C)cc3)n2)c(=O)[nH]1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=NC(=C)CNc1cccc(C(=O)NC(C)CC)c1-n1c(C)cc(-c2nc3cnn(C)c3n(C)c2=O)c1C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCOc1cccc(CC(=O)N2CCCCC2c2nc(Nc3ccc(N)cc3)nc(-c3cncnc3)n2)c1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC=C(C)NCCCc1c(C2=CC3=Nc4cccc(C)c4CN3C2=O)nc(=Nc2nccc(=O)[nH]2)[nH]c1C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,N#CCn1ccc2ccc(NC(=O)CNC(=O)N3CCCNC(=Nc4ccccc4)C3)c3ccnc1c23,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCC1=NN(C2=NCCCn3c(nc4ccccc43)CNC(=O)Nc3cc(C)cc(C)c3C(=O)NC2)CC1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,COc1cc(Nc2ncn[nH]2)ccc1OC=C(Cn1ccnc1-c1ccccc1)C(C)=NN=C1C=CCC1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCCC1=C2N(C)c3ncc(CNC(=O)NN=Cc4ccccc4C(=O)Nc4ccccc4)nc3N2CC1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1nc(C(=O)NC(=Nc2cccnc2Nc2ccc(OC(C)C)cc2)NC(C)c2ccccc2)nn1C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1nn(C=CC(C)=NC2CCCCC2)c2c1C(=O)NCc1cccn1-c1ccc(C)nc1NC(=O)N2,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC(C)Oc1cccc(-c2n[nH]c(NC(=O)Nc3ccncc3N=C3CCN(Cc4ccccc4)C3)n2)c1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCNc1ccc(C(=O)NCC(=O)N(c2cccc(NCc3cnn4ccnnc34)c2)C2CCCC2)cc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CNc1cc2nc3c(cc2c2c1CCC2)NC(C)C(=O)Nc1c(cnc(C)c1C)C=CN=NC(C)C(=O)N3,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,COCC1CC=CC(=CC=C(C)CN)CNC(c2nc3nc(C)ncc3c(=N)n2C)=Nc2ccccc2O1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1cc2c(=Nc3ccccc3O)c(CNC(=O)NCc3nncn3-c3ccccc3)ccc-2n(C)c1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CC=Cc1nc(NCc2cc(NC(=O)c3ccnn3C(C)=CC(=O)c3ccccc3)cc(CC)n2)n[nH]1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1nn(C(CNC(=O)N(C)C)=Nc2ccccc2)cc1C(=O)Nc1ccc(Nc2ccccc2)cc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CCNC(=O)N1CCc2nc(C)nc(N3CC(O)=NC=CC=CC=C4NC(C3)Nc3ccccc34)c2C1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1ccc(CNC(=O)c2c(CC)cccc2NC(=O)c2cc(C)nc3ncnn23)c(NCC(C)C)n1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CN(N)c1ccc(CNC(=O)N2CCc3[nH]c4cccc(C=NNC(=O)Nc5ccccc5)c4c3C2)cc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CC(=CC)c1nnnn1Cc1cc(C2=NCC=C2C)ccc1NC(=O)C(C)NC(=O)C=CN=CC=CC,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CCc1nc(-c2ccccc2C(=O)NN(CCNc2ccc(CN)nn2)C(=O)c2ccccc2)ncc1C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,C=CC1=CC=NN=C(N=C)C12CCCN(C(=O)CCc1cccc(Nc3ncc(C(=O)NCC)cn3)c1)C2,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,Cc1ccc(-n2c(=O)oc3c(CNc4nccc(NC(C)C5CCCC5)n4)cc(C)nc32)cc1,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC1=C(NC(=O)COc2ccccc2CNC2N=CC(c3ccncc3)=NN2C(C)(C)C)C(N)=CCC1=N,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC1=NN2C3=Cc4ccc(C(=O)Nc5cccc(C)c5)c(n4)NC=NC(=O)C(C)CCC=CC(C1)C2=NN3,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CNc1nc(Nc2cc(C)nc(Nc3cccnc3Oc3ccccc3OC(C)C)n2)ncc1C(C)(C)C,156327022
CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4C[C@@H]([C@H](O4)CCC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O,CC(CCC#N)N(Cc1ccc(N(C)N)nc1)C(=O)NC(Cc1ccccc1)C(=O)NCc1ccncc1,156327022
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1ccc(NC(=Cc2cncn2C)c2ncc[nH]2)cc1-n1ccnc1-c1ccc(C(=O)NC(C)C)nc1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,C=Cc1[nH]cc(C)c1C=C(NC(=O)c1nn(-c2ccccc2)c(C)c1Nc1nc(C)n[nH]1)c1ccccn1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1ccc(CCN(C)c2[nH]ncc2-c2nc3ccc(NC(=O)CNc4cccnc4)cc3n2C)nc1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1cc(-c2nc(C)c(C)n2-c2ccn(-c3ncc(C(=O)Nc4c(C)cccc4C)cn3)n2)cnc1N,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1ccc(-c2nn(-c3ccnc(NN)c3)nc2CNC(=O)Nc2cccc(-n3cccc3C)c2)cc1C,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1nc(-c2cccn2-c2ccc(C(=O)NC3CC3)cc2)nc2[nH]c3c(c12)CCN(Cc1cn[nH]c1)C3,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,N#Cc1c(N2C=N2)nc(NCCNC(=O)Nc2ncc3c4ccccc4c4ccccc4n23)c2c1CCC2,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1ccc(CNC(CNC(=O)c2cnc3c(c2)nnn3-c2cnccn2)c2ccccc2)c2c1CCN2,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CCN1CCCC(c2nnc(Cc3cn[nH]c3)n2N=Cc2ccccc2NC(=O)Nc2ccc(C)cc2)C1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CNc1nc(CCN2CCN(c3ccc4c(c3)[nH]c3ccc5c(c34)N=CC5)CC2)ncc1-c1nc(C)no1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,Cc1cc(-c2cc(CNC3CCCC(c4nnn[nH]4)=C3N=Nc3ccccn3)c3ccccc3n2)oc1C,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,C=c1nc(C2CCCN(C(=O)Nc3nc(C(C)(C)C)[nH]c3-c3nc4n[nH]cc4c4ccccc34)C2)[nH]c1=C,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,C=CC(=C)c1ccc(C2Nc3cccc(NC(=O)NCCn4cnc(CC)n4)c3CN2c2cc[nH]n2)cc1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CN1Cc2[nH]ncc2CC1c1cc(NC(=O)Nc2ccc(N3CCN(c4cccnc4)CC3)cc2)ccn1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CC(C)Cc1ccc2c(n1)-n1ccnc1NC=C2c1cc(NC(=O)NCC(C)CCn2cccn2)ccn1,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CCN(CC1CC=C(c2nc(NC(=O)Nc3ccc(-c4ccccn4)nc3)c3cccnc3n2)N1)C(C)C,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CC(Cn1c(C)cc2ccc(NC(C)CNc3cc(C)ccn3)cc21)=C(C)c1cnn(-c2ncn[nH]2)c1O,156304155
CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NC,CCN(C)c1cc(CN(C(=O)Nc2ccccc2NCc2cnn3c(C(C)C)n[nH]c23)C2CCC2)ccn1,156304155
